question,answer
"saya dulu pernah punya jerawat, kira2 saya jerawatan parah itu pas tahun kemaren. sekarang bekasnya masih menghitam dan mengganggu penampilan saya dokter. ini jerawat di sekitar pipi, dagu dan dahi. harus make up tebal baru ke cover. pake skincare juga kurang ampuh dokter. apakah ada perawatan misal laseer bisakah mengatasi jerawat yang hitam yang sudah lama ini","bekas jerawat yang menghitam umumnya memerlukan waktu yang tidak sebentar untuk menghilangkannya. penanganan yang dilakukan pun haruslah komprehensif, yakni melibatkan penggunaan beberapa produk perawatan kulit hingga terapi lain, misalnya laser, dermabrasi, mikrodermabrasi, peeling kimia, dan sebagainya.saran kami, agar diberi arahan penanganan yang tepat, anda periksalah dulu ke dokter kulit terdekat atau berkonsultasilah dengan dokter kami di aplikasi alodokter."
"dok, saya punya keponakan yg baru berusia 8 bulan dia memiliki jarak mata yg lebar, leher pendek apakah ini gejala down syndrome pada anak dok pemeriksaan apa yg harus saya lakukan untuk mengetahui gejala down syndrome ringan pada bayi. apa yg harus saya lakukan untuk mengatasi ciriciri down syndrome pada anak saya dok.. terima kasih","alo, selamat siangdown syndromemerupakan kelainan genetik yang menyebabkan si penderita memiliki tingkat kecerdasan yang rendah dan memiliki kelianan fisik yang khas yang dapat terlihat dari lahir seperti ukuran kepala lebih kecil, hidung dan mulut kecil, sudut mata luar naik ke atas, telapak tangan lebar dan hanya memiliki satu garis tangan. kondisi ini berpengaruh terhadap jumlah kromosom 21. faktor resiko kondisi ini terjadi ialah faktor keturunan."
"siang dokter, dok adik saya yang masih usia sekolah smp, 14 tahun, dari kemaren vaginanya keluar flek coklat yang terus menerus keluar dok. ini udah 2 kali dialamin dok, tiap mau menstruasi. apakah ini normal dok apa bahaya dokter","alo,kapan adik anda menstruasi pertama kali berapa hari flek coklat muncul munculnya flek coklat sebelum haid bisa merupakan hal yang masih dalam batas normal, bisa juga merupakan gejala suatu penyakit."
"saya dan ortu saya saat ini tinggal dengan keluarga yg didiagnosa terkena penyakit tbc dok. dia tidak punya kerabat lain jadi kami yg merawat. dia sedang melakukan pengobatan dengan obat dari puskesmas, ini baru mulai minggu pertama. kalo sepengetahuan saya, tbc itu kan gampang banget menular melalui udara dok, tapi di satu sisi kami kasian terhadap kerabat kami ini dok. bagaimana ya dok cara mencegah penularan tbc jika tinggal serumah seperti saya ini","alo, terima kasih atas pertanyaannya untuk alodokter.tbc atau tuberkulosis merupakan penyakit menular yang berbahaya karena tidak hanya menyerang paruparu, namun terkadang bisa juga menyerang kelenjar getah bening ataupun tulang, dimana penularannya adalah melalui hirupan dari droplet atau percikan ludah penderita tbc saat bersin atau batuk, dan risiko penularan juga akan lebih tinggi jika tinggal serumah dengan penderita tbc."
"alodokter, saya ibu rumah tangga, anak saya baru 1 dan usianya 2 tahun. saya dan suami tidak ingin punya anak dulu dok. apakah ada cara hubungan intim agar tidak hamil tanpa kondom mohon penjelasannya ya dokter.",b.
"alodokter, dok saya remaja usia 15 th, saya kan sekarangsekarang ini lg seneng main sepak bola. oh iya ,dokter saya pernah melihat atlit sepak bola kalau benturan di tulang kaki itu keras kan ya, terus bisa sampe retak dan patah juga. yang ingin saya tanyakan kenapa ya dok tulang mudah retak atau patah","alo, selamat malamperlu anda ketahui tidak semua benturan menyebabkan tulang retak atau patah. tulang retak atau patah umumnya terjadi akibat benturan yang keras namun benturan ringan bisa menyababkan tulang retak dan patah bila tulang sudah mengalami pengeroposan seperti osteoporosis umumnya terjadi pada lansia. patah tulang terjadi ketika tulang menerima tekanan yang lebih besar dari yang diterima oleh tulang tersebut."
"mau tanya dokter, anak saya usianya 1 tahun, pas awal mpasi dia tu suka banget sama menu makanan yg saya buat sendiri dok.tapi lamakelamaan pas usianya segini kok nafsu makan jd susah, bb jg turun. apa yang harus saya lakuin dokter. sampe2 anak saya gak doyan makan saya yg stres.","susah makan pada anak bisa terjadi karena beragam pencetus, seperti pola makan yang tidak tepat, sedang tumbuh gigi, kekurangan zat besi dan nutrisi lainnya, hingga sedang mengalami sakitsakit tertentu, seperti sariawan, dispepsia, infeksi pencernaan atau infeksi sistem organ lain, dan sebagainya. pada kasus yang ringan, seringnya susah makan pada anak hanya bersifat sementara, dan akan membaik sendiri asal ditangani dengan tepat."
"selamat siang dokter, dok saya ada riwayat geographic tongue ini saya udah periksakan ke dokter gigi dan dokternya menyatakan penyakit ini. jadi saya dari dulu menganggap ini hal biasa, dilidah saya udah sejak dulu muncul bentuk pulau, warnanya merah muda, dan halus gada bintil2 putihnya papila. jika saya hamil dan punya anak nanti apakah geographic tongue ini akan menurun ke anak saya dok","alo, terima kasih atas pertanyaannya untuk alodokter.geographic tongue atau lidah geografik merupakan kondisi dimana munculnya bercak kemerahan dengan pinggiran bercak yang berawarna putih, dan tidak diketahui secara pasti penyebabnya, namun bisa saja berhubungan dengan kekurangan vitamin b, alergi, atau penyakit autoimun seperti psoriasis dan lichen planus."
"siang alodokter, dok mau menanyakan saya sering memar di paha, kaki, lengan muncul memarmemar warnanya biru keunguan. apakah itu merupakan ciriciri gejala gangguan pembekuan darah dok lalu bagaimana solusi mengatasinya. mohon bantuannya ya dokter. terima kasih","alo, selamat siangmemar merupakan suatu kondisi pecahnya pembuluh darah kecil di permukaan kulit sehingga mengakibatkan darah di dalam pembuluh darah bocor dan keluar mengisi jaringan sekitar. umumnya kondisi memar sering terjadi akibat benturan atau cedera yang umumnya dapat membaik dengan sendirinya."
"saya ingin bertanya dok.. saya mahasiswa usia 21 tahun sudah hampir seminggu ini saya sering keluar mani padahal saya sedang tidak menonton film dewasa, mimpi basah. atau melakukan rangsangan.. apakah peristiwa ini normal atau tidak dok apakah sistem reproduksi saya normal penyebabnya apa ya dok mohon penjelasannya ya dok. terima kasih","keluar mani ejakulasi biasanya terjadi karena pengaruh rangsangan seksual, baik ketika berhubungan seks, atau ketika mendapat stimulus lain, seperti menonton film porno, berkhayal akan hal yang berbau erotis, dan sebagainya. selain itu, seorang pria bisa juga mengalami ejakulasi saat mimpi basah, atau karena ada pencetus lain, misalnya masturbasi berlebihan, kelelahan beraktifitas, stres psikis, efek samping obat tertentu, ejakulasi retrograde, gangguan syaraf, gangguan hormon, dan sebagainya.sejatinya, kondisi anda tidak selalu berbahaya."
"assalamualaikum dok, dok udah sekitar seminggu ke belakang ini saya ngerasa nyeri di dada saya yg kiri bagian atas dok. nyerinya hilang timbul dan kaya di remet gitu, kenapa ya ini dok","waalaikumsalam, alo selamat siangnyeri dada suatu kondisi dimana dada terasa seperti perih, tertekan, tertusuk yang dapat terjadi disebalah kanan, kiri maupun tengah. dimananyeri dadasebelah kiri dapat disebabkan oleh beberapa hal penyebab diantaranya cedera cedera bisa menekan sistem saraf sehingga menimbulkan rasa nyeri hingga mati rasa.angina kondisi yang disebabkan oleh menyempitnya arteri ke jantung sehingga aliran darah menjadi terhambat. gejala yang dirasakan biasanya berupa nyeri dada sebelah kiri atau kram otot pada dada."
"dokterrrrrr, anak tetangga saya usia 3 tahun. kemaren tibatiba ayan epilepsi saat bermain di halaman rumah. saya lihat tu anak di kasih kopi dok. katanya kopi hitam punya khasiat untuk ayan anak.. apakah hal itu benar dokter","epilepsi muncul karena gangguan aktifitas listrik di otak, yang bisa memicu kejang dan perubahan perilaku pada penderitanya. penyebab epilepsi bisa bervariasi, mulai dari cidera kepala, tumor otak, stroke, penyalahgunaan napza, infeksi otak, hipoksia saat persalinan, dan sebagainya. penanganan epilepsi bisa dilakukan mulai dari dengan pemberian obatobatan, modifikasi diet, operasi, dan sebagainya.sejauh ini, konsumsi kopi, termasuk kopi hitam, belum diketahui bisa menyembuhkan epilepsi."
"hi dokter, dok anak saya usia 15 tahun, giginya bermasalah dok tonggos saya mau pasang behel tapi bocahnya masih takuttakut,. apakah jika saya pakein teeth trainer bisa mengatasi gigi tonggosnya dok dan berapa lama harus pake alat itu dok bahaya gak dok kirakira","gigi tonggos merupakan suatu kondisi posisi deretan gigi atas atau bawah yang terlalu maju. kondisi ini merupakan kelainan bentuk deret gigi yang paling sering terjadi. gigi tonggos juga di kenal sebagai maloklusi gigi atau buck teeth. selain menganggu panmpilan gigi tonggos juga dapat melukai gusi, bibir dan lidah yang dimana kondisi ini dapat menganggu proses mengunyah makanan atau berbicara.penyebab gigi tonggos ialah tidak sesuainya jumlah gigi dengan ukuran atau bentuk rahang baik rahang atas maupun bawah. gigi tonggos umumnya disebabkan karena genetik atau keturunan."
"gigi geraham saya kan bolong, tiap makan kemasukan makanan mulu dan itu malah buat saya sering sakit gigi kumat. jika saya mau pasang gigi palsu tanpa cabut akar gigi, nanti efek sampingnya seperti apa ya dokter","gigi graham yang bolong terlalu dalam bisa membuat akar giginya terbuka dan meradang pulpitis, hingga akhirnya terasa nyeri, terlebih saat kemasukan makanan atau kontak dengan suhu dingin dan tekanan berlebih. bukan itu saja, nyeri gigi yang anda rasakan bisa juga diperparah oleh abses gigi, gingivitis, sinusitis, selulitis, gangguan sendi rahang, migrain, dan sebagainya.kondisi anda kemungkinan tidak cukup ditangani dengan obat. gigi anda yang bermasalah juga perlu dirawat, misalnya dengan perawatan saluran akar, sebelum akhirnya ditambal atau dipasangkan crown gigi buatan."
"sore dok, bapak mertua saya umurnya 66 tahun, sudah hampir sebulan ini dia bilang kalo kencingnya gak lancar dok, selain itu juga dia bilang kadang buah zakarnya sakit, apakah bapak mertua saya kena prostat ya dok","alo, selamat pagikeluhan kencing tidak lancar, atau tidak lampias dan disertai nyeri pada buah zakar kondisi ini dapat disebabkan oleh beberapa hal seperti infeksi saluran kemihadanya hambatan seperti batu saluran kemihgangguan pada prostat seperti bph atau prostatitiuntuk menegakan diagnosis pasti yang dialami oleh mertua anda, diperlukannya pemeriksaan secara langsung ke dokter urologi agar dapat diperiksa untunyak memastikan penyebab sehingga dapat ditangani dengan tepat sesuai penyebab yang mendasari."
"dok saya dan suami mau promil, karna sudah mau 3 tahun nikah kami belum diberi keturunan.. setelah di usg transvagina terlihat jika sel telur saya kecil2 dan sedikit dok. makanan apa saja yang bisa dikonsumsi yang bisa membantu memperbanyak sel telur saya dok untuk membantu obat yg diberikan dokter. mohon bantuannya ya dok, trims","terima kasih atas pertanyaannya.kondisi dimana tidak kunjung hamil dalam setahun setelah menikah dan telah melakukan hubungan seksual dengan teratur dapat menjadi tanda dari suatu infertilitas. kondisi ini harus dilakukan pemeriksaan lanjutan untuk mengetahui penyebabnya yaitu dengan pemeriksaan usg, analisis cairan sperma dan sebagainya. salah satu penyebab dari infertilitas paling banyak yaitu disebabkan karena masalah pada sel telur."
"alodokter dok, saya mau konsultasikan kesehatan suami saya ini dok. perut sebelah kiri bagian bawah dia sakit udah 2 harian ini dok. hari pertama dibiarkan dia pikir nanti pasti sembuh sendiri tap kok malah makin menjalar ke ke selangkangan. pipisnya juga baik2 saja, masih aman. dia hanya merasa susah bab. apakah itu ada hubungannya dokter","terima kasih atas pertanyaannya.nyeri di bawah perutyang menjalar ke selangkangan pada lakilaki merupakan kondisi dimana terdapat rasa tidak nyaman pada perut yang dapat dirasakan berupa rasa sakit, ditusuktusuk, rasa berat, mulas, kram dan sebagainya."
"selamat pagi dok. mau tanya, apakah boleh minum vitamin c dan vitamin d bersamaan setelah makan terimakasih atas jawabannya dokter.","terima kasih atas pertanyaannya.konsumsi suplemen yang mengandung vitamin dapat dilakukan terutama bila kebutuhan dari tubuh tidak dapat tercukupi oleh makanan. konsumsivitamin csendiri dapat berguna untuk menjaga kesehatan kulit, tulang, imunitas, dan sebagainya. vitamin c sendiri dapat diperoleh dari berbagai makanan misalnya buah dan sayuran. sedangkanvitamin d merupakan vitamin yang membantu untuk menjaga kesehatan tulang yang dapat diperolah baik dari sinar matahari, olahan susu, ikan dan sebagainya."
"alodokter, dok saya wanita usia 29 tahun saya merasa ada kekurangan pada body saya. saya pengen punya payudara besar. soalnya payudara saya ini kecil bahkan saya sering diledekin temen katanya saya payudaranya sizenya kaya anak smp  , saya disarankan untuk oplas tp masih ada rasa takut2 pengen, saya beberapa waktu lalu nemu iklan di sosmed dan disana bilabg minyak bulus bisa membesarkan payudara. apakah itu benar ampuh dokter berpa lama saya harus pake itu dokter","alo, terima kasih atas pertanyaannya untuk alodokter.sejatinya, ukuran payudara pada perempuan dipengaruhi oleh faktor genetik atau keturunan, indeks massa tubuh, dan juga riwayat hamil dan menyusui sebelumnya.penggunaan minyak apapun termasuk minyak bulus tidaklah akan efektif untuk membesarkan payudara dimana hanya dapat mengencangkan kulit payudara dan menjaga kesehatan kulit payudara agar tetap lembut, karena untuk membesarkan payudara hanya akan efektif dilakukan dengan operasi bedah plastik."
"bayi saya umurnya 3 bulan dok, dia nysunya lumayan banyak.. tapi kenapa dok kok tiap menyusu perutnya malah bunyi ya dok","alo, terima kasih atas pertanyaannya untuk alodokter.kondisi perut bayi yang sering terdengar berbunyi saat sedang menyusu bisa saja terjadi karena adanya pergerakan peristaltik dari organ lambung atau usus yang berusaha mencerna susu ketika bayi sedang menyusu, atau karena adanya gas tambahan yang masuk ke dalam saluran cerna bayi saat menyusu dengan posisi tubuh atau perlekatan yang kurang tepat, sehingga dapat menyebabkan gejala perut kembung pada bayi saat ataupun setelah menyusu."
"selamat pagi dok,, sudah sebulan ini batuk saya tdk kunjung sembuh. udah berobat kesana kemari, sampai obat herbal pun saya minum, tapi batuk tdk reda juga. hingga suara saya kadang serang. saya takut gejala kanker paru.. saya harus minum obat apalagi ya dok.. mohon solusinya dokter.. terima kasih","terima kasih atas pertanyaannya.batuk yang sudah berlangsung lebih dari satu bulan tersebut dapat menjadi tanda dari batuk kronis. batuk kronis sendiri merupakan batuk yang terjadi lebih dari 3 minggu yang dapat disebabkan karena berbagai hal seperti karena tuberkulosis, kanker paru, dan penyakit paru lainnya. selain adanya batuk kronis, juga harus diketahui mengenai gejala lain yang dirasakan seperti adakah demam, lemas, penurunan berat badan, sesak napas, dan sebagainya. untuk mengatasi batuk kronis, perlu diatasi penyebab dari batuk kronis tersebut."
"assalamuallaikum wr.wb selamat siang dok perkenalkan saya pria usia 38 tahun, dok saya mau tanya ni udah mau 5 hari ini rahang bagian atas atau tepatnya sendi rahang itu sakit dok. awalnya itu cuma terdengar suara kretek2 saat membuka mulut terus semakin hari sakitnya terasa banget dok, terasanya itu terutama kalo pas buat makan dok.. penyebabnya apa ya terimakasih atas waktu dan jawabannya dok wassalamuallaikum wr.wb","waalaikumsalam, selamat siangkeluhan rahang sakit saat makan dan membuka mulut kondisi ini di duga adanya gangguan pada area temporomandibular atau otot yang berfungsi menggerakan sendi tersebut."
